name,volatility,avg_sentiment
AAPL,0.017461887119135922,0.036823463
AMD,0.03802618495991994,0.1492732
AMZN,0.01888511274406476,0.056164548
GOOG,0.01584130191246955,-0.028032448
INTC,0.018062000469519685,0.22188084
META,0.023481093774565136,0.0
MSFT,0.016245844836568015,0.0
NFLX,0.03030854482848773,0.06302581
NVDA,0.025546955576401364,0.047074985
TSLA,0.03374434542422169,0.058687203
